mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 14:53	Matt 26:57	0.303856	matt_expands;substitution;reordering	2	0	10	ο;δε;κρατεω;απαγω;καιαφας;οπου;γραμματευς;συναγω	και;απαγω;και;συνερχομαι;πας;αρχιερευς;και;ο;γραμματευς	απαγω;γραμματευς;ο	Καὶ ἀπήγαγον τὸν Ἰησοῦν πρὸς τὸν ἀρχιερέα, καὶ ⸀συνέρχονται πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι καὶ οἱ γραμματεῖς.	Οἱ δὲ κρατήσαντες τὸν Ἰησοῦν ἀπήγαγον πρὸς Καϊάφαν τὸν ἀρχιερέα, ὅπου οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι συνήχθησαν.
Mark 14:54	Matt 26:58	0.375056	mark_expands;substitution;reordering	3	5	7	δε;ακολουθεω;αυτος;εισερχομαι;εσω;καθημαι;οραω;τελος	και;ακολουθεω;αυτος;εσω;εις;ειμι;συγκαθημαι;και;θερμαινομαι;προς;φως	ακολουθεω;αυτος;εσω	καὶ ὁ Πέτρος ἀπὸ μακρόθεν ἠκολούθησεν αὐτῷ ἕως ἔσω εἰς τὴν αὐλὴν τοῦ ἀρχιερέως καὶ ἦν συγκαθήμενος μετὰ τῶν ὑπηρετῶν καὶ θερμαινόμενος πρὸς τὸ φῶς.	ὁ δὲ Πέτρος ἠκολούθει αὐτῷ ἀπὸ μακρόθεν ἕως τῆς αὐλῆς τοῦ ἀρχιερέως, καὶ εἰσελθὼν ἔσω ἐκάθητο μετὰ τῶν ὑπηρετῶν ἰδεῖν τὸ τέλος.
Mark 14:55	Matt 26:59	0.445409	mark_expands;substitution;reordering	2	5	3	ολος;ψευδομαρτυρια;οπως;αυτος	ολος;μαρτυρια;εις;ο;αυτος;και;ου;ευρισκω	αυτος;ολος	οἱ δὲ ἀρχιερεῖς καὶ ὅλον τὸ συνέδριον ἐζήτουν κατὰ τοῦ Ἰησοῦ μαρτυρίαν εἰς τὸ θανατῶσαι αὐτόν, καὶ οὐχ ηὕρισκον·	οἱ δὲ ἀρχιερεῖς ⸀καὶ τὸ συνέδριον ὅλον ἐζήτουν ψευδομαρτυρίαν κατὰ τοῦ Ἰησοῦ ὅπως ⸂αὐτὸν θανατώσωσιν⸃,
Mark 14:58	Matt 26:61	0.401986	mark_expands;substitution;reordering	0	7	4	ουτος;φημι;δυναμαι;θεος	οτι;εγω;ακουω;αυτος;οτι;εγω;ουτος;χειροποιητος;αλλος;αχειροποιητος	ουτος	ὅτι Ἡμεῖς ἠκούσαμεν αὐτοῦ λέγοντος ὅτι Ἐγὼ καταλύσω τὸν ναὸν τοῦτον τὸν χειροποίητον καὶ διὰ τριῶν ἡμερῶν ἄλλον ἀχειροποίητον οἰκοδομήσω·	εἶπαν· Οὗτος ἔφη· Δύναμαι καταλῦσαι τὸν ναὸν τοῦ θεοῦ καὶ διὰ τριῶν ἡμερῶν ⸀οἰκοδομῆσαι.
Mark 14:60	Matt 26:62	0.491463	mark_expands;substitution;reordering	0	6	2	αυτος;ουδεις	εις;μεσος;επερωταω;ο;ιησους;ου;ουδεις	ουδεις	καὶ ἀναστὰς ὁ ἀρχιερεὺς εἰς μέσον ἐπηρώτησεν τὸν Ἰησοῦν λέγων· Οὐκ ἀποκρίνῃ οὐδέν; τί οὗτοί σου καταμαρτυροῦσιν;	καὶ ἀναστὰς ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Οὐδὲν ἀποκρίνῃ; τί οὗτοί σου καταμαρτυροῦσιν;
Mark 14:61	Matt 26:63	0.314267	matt_expands	12	7	1	ιησους;εξορκιζω;συ;κατα;ο;θεος;ο;ζαω;ινα;εγω;λεγω;ει;θεος	ου;αποκρινομαι;ουδεις;παλιν;επερωταω;αυτος;και;ευλογητος		ὁ δὲ ἐσιώπα καὶ ⸂οὐκ ἀπεκρίνατο οὐδέν⸃. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;	ὁ δὲ Ἰησοῦς ἐσιώπα. ⸀καὶ ὁ ἀρχιερεὺς εἶπεν αὐτῷ· Ἐξορκίζω σε κατὰ τοῦ θεοῦ τοῦ ζῶντος ἵνα ἡμῖν εἴπῃς εἰ σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ θεοῦ.
Mark 14:62	Matt 26:64	0.666963	matt_expands;substitution;reordering	4	2	6	λεγω;αυτος;συ;πλην;λεγω;συ;απο;αρτι;καθημαι;επι	δε;εγω;ειμι;και;καθημαι;μετα	καθημαι	ὁ δὲ Ἰησοῦς εἶπεν· Ἐγώ εἰμι, καὶ ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν καθήμενον τῆς δυνάμεως καὶ ἐρχόμενον μετὰ τῶν νεφελῶν τοῦ οὐρανοῦ.	λέγει αὐτῷ ὁ Ἰησοῦς· Σὺ εἶπας· πλὴν λέγω ὑμῖν, ἀπʼ ἄρτι ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου καθήμενον ἐκ δεξιῶν τῆς δυνάμεως καὶ ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ.
Mark 14:63	Matt 26:65	0.460808	matt_expands	7	1	1	τοτε;ιματιον;βλασφημεω;ιδε;νυν;ακουω;ο;βλασφημια	δε;χιτων		ὁ δὲ ἀρχιερεὺς διαρρήξας τοὺς χιτῶνας αὐτοῦ λέγει· Τί ἔτι χρείαν ἔχομεν μαρτύρων;	τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ ⸀λέγων· Ἐβλασφήμησεν· τί ἔτι χρείαν ἔχομεν μαρτύρων; ἴδε νῦν ἠκούσατε τὴν ⸀βλασφημίαν·
Mark 14:64	Matt 26:66	0.222699	mark_expands;substitution;reordering	1	4	4	δοκεω;αποκρινομαι;λεγω;θανατος	ακουω;ο;βλασφημια;φαινω;πας;κατακρινω;αυτος;θανατος	θανατος	ἠκούσατε τῆς βλασφημίας· τί ὑμῖν φαίνεται; οἱ δὲ πάντες κατέκριναν αὐτὸν ⸂ἔνοχον εἶναι⸃ θανάτου.	τί ὑμῖν δοκεῖ; οἱ δὲ ἀποκριθέντες εἶπαν· Ἔνοχος θανάτου ἐστίν.
Mark 14:65	Matt 26:67	0.254649	mark_expands;substitution;reordering	1	5	11	τοτε;εις;αυτος;δε;ραπιζω	και;αρχω;τις;αυτος;και;περικαλυπτω;αυτος;και;λεγω;αυτος;προφητευω;και;υπηρετης;ραπισμα;αυτος;λαμβανω	αυτος	καὶ ἤρξαντό τινες ἐμπτύειν αὐτῷ καὶ περικαλύπτειν ⸂αὐτοῦ τὸ πρόσωπον⸃ καὶ κολαφίζειν αὐτὸν καὶ λέγειν αὐτῷ· Προφήτευσον, καὶ οἱ ὑπηρέται ῥαπίσμασιν αὐτὸν ⸀ἔλαβον.	τότε ἐνέπτυσαν εἰς τὸ πρόσωπον αὐτοῦ καὶ ἐκολάφισαν αὐτόν, οἱ δὲ ἐράπισαν
Mark 14:66	Matt 26:69	0.285425	matt_expands;substitution;reordering	8	2	8	δε;καθημαι;εξω;και;προσερχομαι;αυτος;παιδισκη;λεγω;και;συ;ειμι;μετα;ιησους;γαλιλαιος	και;ειμι;κατω;ερχομαι;παιδισκη;ο;αρχιερευς	ειμι;και;παιδισκη	Καὶ ὄντος τοῦ Πέτρου ⸂κάτω ἐν τῇ αὐλῇ⸃ ἔρχεται μία τῶν παιδισκῶν τοῦ ἀρχιερέως,	Ὁ δὲ Πέτρος ⸂ἐκάθητο ἔξω⸃ ἐν τῇ αὐλῇ· καὶ προσῆλθεν αὐτῷ μία παιδίσκη λέγουσα· Καὶ σὺ ἦσθα μετὰ Ἰησοῦ τοῦ Γαλιλαίου·
Mark 14:68	Matt 26:70	0.228794	mark_expands	2	12	1	εμπροσθεν;πας;ου	ουτε;ουτε;επισταμαι;συ;και;εξερχομαι;εξω;εις;ο;προαυλιον;και;αλεκτωρ;φωνεω		ὁ δὲ ἠρνήσατο λέγων· ⸂Οὔτε οἶδα οὔτε ἐπίσταμαι σὺ τί⸃ λέγεις, καὶ ἐξῆλθεν ἔξω εἰς τὸ προαύλιον ⸂καὶ ἀλέκτωρ ἐφώνησεν⸃.	ὁ δὲ ἠρνήσατο ⸀ἔμπροσθεν πάντων λέγων· Οὐκ οἶδα τί λέγεις.
Mark 14:69	Matt 26:71	0.150621	matt_expands;substitution;reordering	4	2	8	εξερχομαι;δε;εις;πυλων;αλλος;και;εκει;μετα;ιησους;ο;ναζωραιος	και;παιδισκη;αρχω;παλιν;παριστημι;οτι;εκ;αυτος	και	καὶ ἡ παιδίσκη ἰδοῦσα αὐτὸν ⸂ἤρξατο πάλιν⸃ λέγειν τοῖς ⸀παρεστῶσιν ὅτι Οὗτος ἐξ αὐτῶν ἐστιν.	ἐξελθόντα ⸀δὲ εἰς τὸν πυλῶνα εἶδεν αὐτὸν ἄλλη καὶ λέγει ⸀τοῖς ἐκεῖ· ⸀Οὗτος ἦν μετὰ Ἰησοῦ τοῦ Ναζωραίου·
Mark 14:70	Matt 26:73	0.356972	mark_expands;substitution;reordering	2	8	6	δε;προσερχομαι;ιστημι;και;συ;δηλος;συ;ποιεω	ο;δε;παλιν;αρνεομαι;και;παλιν;παριστημι;γαλιλαιος;ειμι;και;ομοιαζω	δε;και	ὁ δὲ πάλιν ἠρνεῖτο. καὶ μετὰ μικρὸν πάλιν οἱ παρεστῶτες ἔλεγον τῷ Πέτρῳ· Ἀληθῶς ἐξ αὐτῶν εἶ, καὶ γὰρ Γαλιλαῖος εἶ ⸂καὶ ἡ λαλιά σου ὁμοιάζει⸃·	μετὰ μικρὸν δὲ προσελθόντες οἱ ἑστῶτες εἶπον τῷ Πέτρῳ· Ἀληθῶς καὶ σὺ ἐξ αὐτῶν εἶ, καὶ γὰρ ἡ λαλιά σου δῆλόν σε ποιεῖ·
Mark 14:71	Matt 26:74	0.370374	substitution	0	0	7	τοτε;καταθεματιζω;και;ευθεως;αλεκτωρ;φωνεω	ο;δε;αναθεματιζω;ουτος;ος;λεγω		ὁ δὲ ἤρξατο ἀναθεματίζειν καὶ ὀμνύναι ὅτι Οὐκ οἶδα τὸν ἄνθρωπον τοῦτον ὃν λέγετε.	τότε ἤρξατο καταθεματίζειν καὶ ὀμνύειν ὅτι Οὐκ οἶδα τὸν ἄνθρωπον. καὶ ⸀εὐθέως ἀλέκτωρ ἐφώνησεν·
Mark 14:72	Matt 26:75	0.425416	mark_expands;substitution;reordering	2	5	10	μιμνησκομαι;ιησους;απαρνεομαι;εξερχομαι;εξω;πικρως	ευθυς;εκ;δευτερος;αλεκτωρ;φωνεω;και;αναμιμνησκω;ως;αυτος;ο;ιησους;δις;απαρνεομαι;επιβαλλω	απαρνεομαι;ιησους	καὶ ⸀εὐθὺς ἐκ δευτέρου ἀλέκτωρ ἐφώνησεν· καὶ ἀνεμνήσθη ὁ Πέτρος τὸ ῥῆμα ⸀ὡς εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Πρὶν ἀλέκτορα ⸂φωνῆσαι δὶς τρίς με ἀπαρνήσῃ⸃, καὶ ἐπιβαλὼν ἔκλαιεν.	καὶ ἐμνήσθη ὁ Πέτρος τοῦ ⸀ῥήματος Ἰησοῦ ⸀εἰρηκότος ὅτι Πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με, καὶ ἐξελθὼν ἔξω ἔκλαυσεν πικρῶς.
Mark 15:1	Matt 27:1	0.178589	mark_expands;substitution;reordering	0	4	12	πρωια;δε;γινομαι;λαμβανω;πας;και;λαος;κατα;ωστε;θανατοω;αυτος	και;ευθυς;πρωι;ποιεω;μετα;και;γραμματευς;και;ολος;συνεδριον;δεω;αποφερω;και;παραδιδωμι;πιλατος	και	Καὶ ⸀εὐθὺς πρωῒ συμβούλιον ποιήσαντες οἱ ἀρχιερεῖς μετὰ τῶν πρεσβυτέρων καὶ γραμματέων καὶ ὅλον τὸ συνέδριον δήσαντες τὸν Ἰησοῦν ἀπήνεγκαν καὶ ⸀παρέδωκαν Πιλάτῳ.	Πρωΐας δὲ γενομένης συμβούλιον ἔλαβον πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ κατὰ τοῦ Ἰησοῦ ὥστε θανατῶσαι αὐτόν·
Mark 15:2	Matt 27:11	0.359823	matt_expands;substitution;reordering	7	0	5	ο;δε;ιησους;ιστημι;εμπροσθεν;ο;ηγεμων;ηγεμων;λεγω;ιησους;φημι	πιλατος;αποκρινομαι;αυτος;λεγω	λεγω	καὶ ἐπηρώτησεν αὐτὸν ὁ Πιλᾶτος· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς ⸂αὐτῷ λέγει⸃· Σὺ λέγεις.	Ὁ δὲ Ἰησοῦς ⸀ἐστάθη ἔμπροσθεν τοῦ ἡγεμόνος· καὶ ἐπηρώτησεν αὐτὸν ὁ ἡγεμὼν λέγων· Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ Ἰησοῦς ⸀ἔφη· Σὺ λέγεις.
Mark 15:3	Matt 27:12	0.362594	matt_expands;substitution	3	0	4	εν;ο;υπο;και;πρεσβυτερος;ουδεις;αποκρινομαι	πολυς		καὶ κατηγόρουν αὐτοῦ οἱ ἀρχιερεῖς πολλά.	καὶ ἐν τῷ κατηγορεῖσθαι αὐτὸν ὑπὸ τῶν ἀρχιερέων ⸀καὶ πρεσβυτέρων οὐδὲν ἀπεκρίνατο.
Mark 15:4	Matt 27:13	0.180727	mark_expands;substitution;reordering	3	5	4	τοτε;λεγω;αυτος;ακουω;καταμαρτυρεω	δε;παλιν;επερωταω;αυτος;λεγω;αποκρινομαι;ουδεις;ιδε;κατηγορεω	αυτος;λεγω	ὁ δὲ Πιλᾶτος πάλιν ⸀ἐπηρώτα αὐτὸν λέγων· Οὐκ ἀποκρίνῃ οὐδέν; ἴδε πόσα σου ⸀κατηγοροῦσιν.	τότε λέγει αὐτῷ ὁ Πιλᾶτος· Οὐκ ἀκούεις πόσα σου καταμαρτυροῦσιν;
Mark 15:5	Matt 27:14	0.15331	matt_expands;substitution	5	0	7	και;ου;αυτος;προς;ουδε;εις;ρημα;ηγεμων;λιαν	ο;δε;ιησους;ουκετι;ουδεις;πιλατος		ὁ δὲ Ἰησοῦς οὐκέτι οὐδὲν ἀπεκρίθη, ὥστε θαυμάζειν τὸν Πιλᾶτον.	καὶ οὐκ ἀπεκρίθη αὐτῷ πρὸς οὐδὲ ἓν ῥῆμα, ὥστε θαυμάζειν τὸν ἡγεμόνα λίαν.
Mark 15:6	Matt 27:15	0.392977	matt_expands	5	1	1	ειωθα;ο;ηγεμων;ο;οχλος;θελω	αυτος;παραιτεομαι		Κατὰ δὲ ἑορτὴν ἀπέλυεν αὐτοῖς ἕνα δέσμιον ⸂ὃν παρῃτοῦντο⸃.	Κατὰ δὲ ἑορτὴν εἰώθει ὁ ἡγεμὼν ἀπολύειν ἕνα τῷ ὄχλῳ δέσμιον ὃν ἤθελον.
Mark 15:7	Matt 27:16	0.120948	mark_expands;substitution	1	10	4	εχω;τοτε;δεσμιος;επισημος;ιησους	ειμι;ο;μετα;ο;στασιαστης;δεω;οστις;εν;ο;στασις;φονος;ποιεω		ἦν δὲ ὁ λεγόμενος Βαραββᾶς μετὰ τῶν ⸀στασιαστῶν δεδεμένος οἵτινες ἐν τῇ στάσει φόνον πεποιήκεισαν.	εἶχον δὲ τότε δέσμιον ἐπίσημον λεγόμενον ⸀Ἰησοῦν Βαραββᾶν.
Mark 15:11	Matt 27:20	0.230349	substitution	0	0	9	και;ο;πρεσβυτερος;πειθω;αιτεω;ο;δε;ιησους;απολλυμι	ανασειω;μαλλον;απολυω;αυτος		οἱ δὲ ἀρχιερεῖς ἀνέσεισαν τὸν ὄχλον ἵνα μᾶλλον τὸν Βαραββᾶν ἀπολύσῃ αὐτοῖς.	Οἱ δὲ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι ἔπεισαν τοὺς ὄχλους ἵνα αἰτήσωνται τὸν Βαραββᾶν τὸν δὲ Ἰησοῦν ἀπολέσωσιν.
Mark 15:12	Matt 27:21	0.212655	matt_expands;substitution;reordering	2	1	14	αποκρινομαι;δε;ηγεμων;απο;ο;δυο;απολυω;συ;ο;δε;βαραββας	δε;πιλατος;παλιν;αποκρινομαι;ουν;ποιεω;ος;βασιλευς;ο;ιουδαιος	αποκρινομαι;δε;ο	ὁ δὲ Πιλᾶτος ⸂πάλιν ἀποκριθεὶς ἔλεγεν⸃ αὐτοῖς· Τί οὖν ⸀θέλετε ποιήσω ⸂ὃν λέγετε⸃ ⸀τὸν βασιλέα τῶν Ἰουδαίων;	ἀποκριθεὶς δὲ ὁ ἡγεμὼν εἶπεν αὐτοῖς· Τίνα θέλετε ἀπὸ τῶν δύο ἀπολύσω ὑμῖν; οἱ δὲ εἶπαν· ⸀Τὸν Βαραββᾶν.
Mark 15:13	Matt 27:22	0.11426	matt_expands;substitution;reordering	2	1	10	λεγω;αυτος;πιλατος;τις;ουν;ποιεω;ιησους;ο;λεγω;χριστος;λεγω;πας	δε;παλιν;κραζω;αυτος	αυτος	οἱ δὲ πάλιν ἔκραξαν· Σταύρωσον αὐτόν.	λέγει αὐτοῖς ὁ Πιλᾶτος· Τί οὖν ποιήσω Ἰησοῦν τὸν λεγόμενον χριστόν; ⸀λέγουσιν πάντες· Σταυρωθήτω.
Mark 15:14	Matt 27:23	0.544493	substitution;reordering	2	2	3	φημι;κακος;λεγω	πιλατος;λεγω;αυτος;κακος;αυτος	κακος;λεγω	ὁ δὲ Πιλᾶτος ἔλεγεν αὐτοῖς· Τί γὰρ ⸂ἐποίησεν κακόν⸃; οἱ δὲ ⸀περισσῶς ἔκραξαν· Σταύρωσον αὐτόν.	ὁ ⸀δὲ ἔφη· Τί γὰρ κακὸν ἐποίησεν; οἱ δὲ περισσῶς ἔκραζον λέγοντες· Σταυρωθήτω.
Mark 15:15	Matt 27:26	0.429911	substitution;reordering	2	2	9	τοτε;δε;παραδιδωμι	ο;δε;πιλατος;βουλομαι;ο;οχλος;ο;ικανος;ποιεω;και;παραδιδωμι	δε;παραδιδωμι	ὁ δὲ Πιλᾶτος βουλόμενος τῷ ὄχλῳ τὸ ἱκανὸν ποιῆσαι ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, καὶ παρέδωκεν τὸν Ἰησοῦν φραγελλώσας ἵνα σταυρωθῇ.	τότε ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, τὸν δὲ Ἰησοῦν φραγελλώσας παρέδωκεν ἵνα σταυρωθῇ.
